MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,SalePrice
60,RL,,11250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,255900
90,RL,75.0,10125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,126000
190,RL,68.0,10880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,125000
50,RM,59.0,5310,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,117000
20,RL,83.0,10159,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,395192
60,RL,,12046,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,195000
60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,197000
60,RL,82.0,9452,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,348000
70,RM,121.0,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,168000
60,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,187000
60,RL,68.0,8846,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,173900
20,RL,96.0,12456,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,337500
50,RL,51.0,4712,Pave,,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,121600
20,RL,,10659,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,136500
20,RL,,11717,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,185000
30,RM,60.0,9786,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,91000
20,RL,64.0,6762,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,206000
20,RL,74.0,10206,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,82000
30,RL,60.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,86000
20,RL,75.0,11957,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,232000
90,RL,,11500,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,136905
120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,181000
80,RL,65.0,8385,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,149900
20,RL,,12155,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,163500
160,RM,21.0,2217,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,88000
20,RL,43.0,12118,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,240000
50,RL,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,102000
50,RL,115.0,21286,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,135000
90,RL,75.0,9825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,100000
70,RL,55.0,10592,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,165000
30,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,85000
20,RL,60.0,11664,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,119200
60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,227000
20,RL,73.0,11883,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,203000
120,RL,,5814,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,187500
80,RL,,10784,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,160000
120,RL,43.0,3013,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,213490
20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,176000
20,RL,64.0,7406,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,194000
50,RM,52.0,9439,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,87000
120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,191000
20,RL,,15498,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,287000
20,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,112500
20,RL,73.0,9300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,167500
20,RL,71.0,9520,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,293077
50,RL,79.0,9492,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,105000
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,118000
190,RH,,7082,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,160000
75,RL,102.0,15863,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,197000
60,RL,,14541,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,310000
20,RL,,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,230000
30,RL,50.0,6305,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,119750
20,RL,,11500,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,84000
20,RL,89.0,12898,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,315500
60,RL,,9240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,287000
160,RM,21.0,1533,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,97000
180,RM,21.0,1477,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,80000
20,RL,88.0,13125,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,155000
60,RL,,9130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,173000
120,RL,34.0,5381,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,196000
60,RL,86.0,11839,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,262280
20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,278000
20,RL,,13680,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,139600
60,RL,85.0,16056,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,556581
20,RL,57.0,9245,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,145000
20,RL,100.0,21750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,115000
20,RL,60.0,11100,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,84900
20,RL,73.0,8993,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,176485
20,RL,103.0,11175,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,200141
60,RL,100.0,9500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,165000
20,RL,68.0,8562,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,144500
60,RL,90.0,11367,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,255000
20,RL,104.0,11361,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,180000
120,RL,43.0,7052,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,185850
60,RL,,29959,Pave,,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,248000
60,RL,96.0,11308,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,335000
50,RL,,11275,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,220000
120,RL,41.0,4920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,213500
30,C (all),120.0,18000,Grvl,,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,81000
190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,90000
30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,110500
20,RL,,11000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,154000
60,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,328000
60,RL,59.0,7837,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,178000
60,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,167900
160,RM,42.0,3964,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,151400
45,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,135000
20,RL,72.0,10152,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,135000
60,RL,78.0,11700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,154000
50,RL,50.0,7585,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,91500
60,RL,75.0,7950,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,159500
20,RL,74.0,8556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,194000
70,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,219500
50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,170000
20,RL,,15870,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,138800
120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,155900
20,RL,65.0,8775,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,126000
20,RL,80.0,11040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,145000
20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,133000
20,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,192000
20,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,160000
60,RL,,13031,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,187500
85,RL,73.0,9069,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,147000
160,RM,,1974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,83500
60,FV,85.0,10574,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,252000
160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,137500
120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,197000
90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,92900
160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,160000
50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,136500
20,RL,71.0,9230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,146000
20,RL,74.0,5868,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,129000
20,RL,78.0,9317,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,176432
70,RM,60.0,6882,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,127000
120,RL,,3696,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,170000
50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,128000
20,RL,82.0,11880,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,157000
30,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,60000
20,RL,61.0,9758,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,119500
20,RL,70.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,135000
20,RL,79.0,8910,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,159500
160,RM,24.0,2016,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,106000
60,RL,98.0,12256,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,325000
20,RL,114.0,10357,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,179900
60,RL,168.0,23257,Pave,,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,274725
60,RL,,8063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,181000
20,RL,107.0,11362,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,280000
60,RL,,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,188000
60,RL,80.0,10480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,205000
20,RL,73.0,7100,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,129900
20,RL,66.0,8923,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,134500
20,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,117000
20,RL,93.0,12085,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,318000
80,RL,,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,184100
20,RL,57.0,9764,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,130000
80,RL,85.0,13825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,140000
20,RL,70.0,7560,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,133700
30,RM,59.0,8263,Pave,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,118400
20,RL,84.0,10084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,212900
20,RL,,8926,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,112000
20,RL,50.0,9405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,118000
80,RL,,9125,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,163900
20,RL,60.0,10434,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,115000
120,RL,53.0,3684,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,174000
20,RL,182.0,14572,Pave,,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,259000
60,RL,59.0,11796,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,215000
90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,140000
50,RL,65.0,7804,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,135000
20,RL,63.0,10712,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,93500
70,RM,90.0,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,117500
60,RL,80.0,9828,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,239500
60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,169000
30,RM,60.0,6180,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,102000
50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,119000
50,RL,54.0,6342,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,94000
20,RL,,9819,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,196000
30,RL,98.0,8731,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,144000
20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,139000
60,RL,,10304,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,197500
60,RL,77.0,9965,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,424870
20,RL,,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,80000
190,RL,60.0,12180,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,80000
50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,149000
20,RL,,11200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,180000
70,RL,75.0,12000,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,174500
50,RM,,5700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,116900
70,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,143000
20,RL,57.0,8280,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,124000
20,RL,134.0,17755,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,149900
20,RL,90.0,14115,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,230000
30,RM,,5890,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,120500
60,RL,,13700,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,201800
20,RL,90.0,10768,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,218000
80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,179900
120,RL,34.0,5001,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,230000
20,RL,92.0,11932,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,235128
60,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,185000
160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,146000
20,RL,,14778,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,224000
20,RL,109.0,8724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,129000
90,RL,60.0,12900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,108959
80,RL,,16157,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,194000
20,RL,79.0,9541,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,233170
20,RL,64.0,10475,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,245350
60,RL,58.0,10852,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,173000
70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,235000
60,RL,118.0,35760,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,625000
80,RL,76.0,9880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,171000
20,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,163000
160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,171900
50,RL,138.0,18030,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,200500
70,RL,80.0,16560,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,239000
50,RL,85.0,10678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,285000
20,RL,37.0,6951,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,119500
50,RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,115000
50,RL,54.0,7681,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,154900
20,RL,77.0,8335,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,93000
60,RL,,11170,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,250000
120,RM,64.0,5587,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,392500
60,RL,160.0,15623,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,745000
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,120000
20,RL,50.0,35133,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,186700
50,RL,60.0,9738,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,104900
190,RL,107.0,10615,Pave,,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,95000
20,RL,89.0,12461,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,262000
60,RL,68.0,8935,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,195000
60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,189000
190,RL,,32463,Pave,,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,168000
160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,174000
50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,125000
120,RM,,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,165000
60,RL,80.0,9364,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,158000
60,RL,51.0,8029,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,176000
60,RL,58.0,14054,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,219210
75,RM,65.0,8850,Pave,,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,144000
20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,178000
20,RL,75.0,11235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,148000
20,RL,71.0,9353,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,116050
60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,197900
50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,117000
20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,213000
20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,153500
20,RL,90.0,14684,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,271900
20,RH,,8900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,107000
20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,200000
20,RL,70.0,7763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,140000
20,RL,85.0,10182,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,290000
60,RL,70.0,11218,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,189000
50,RL,152.0,12134,Pave,,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,164000
30,RL,50.0,9340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,113000
80,RL,,10246,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,145000
85,RL,69.0,10205,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,134500
20,RL,99.0,7094,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,125000
90,RM,68.0,8930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,112000
20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,229456
50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,80500
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,91500
20,RL,66.0,7800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,115000
20,RL,55.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,134000
50,RL,78.0,10496,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,143000
20,RL,89.0,10680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,137900
60,RL,60.0,15384,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,184000
80,RL,65.0,10482,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,145000
60,RL,86.0,14598,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,214000
20,RL,72.0,8872,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,147000
120,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,367294
